LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,Patent Url,IPC,PrimaryClass,First4level,Formatted 1st4Lvl,Filingdate1,B4,B3,B2,B1,O1,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup
2000082535,http://law.lexmachina.com/cases/2000082535,"ChanBond, LLC v. Charter Communications, Inc",1:15-cv-00847,D.Del.,2015, 9/21/2015,0,1,"7941822, 8341679, 8984565",3,7941822,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7941822,H04N 7/16 (20110101); H04N 7/173 (20110101); H04J 3/24 (20060101),H04N 7/16,H04N 7,H04N   7,9/21/2015,3580,4193,3495,3950,4115,4742,3563,3920,3707,"ChanBond, LLC","Charter Communications, Inc",141,1,3
2000082537,http://law.lexmachina.com/cases/2000082537,"ChanBond, LLC v. RCN Telecom Services, LLC",1:15-cv-00851,D.Del.,2015, 9/21/2015,0,1,"7941822, 8341679, 8984565",3,7941822,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7941822,H04N 7/16 (20110101); H04N 7/173 (20110101); H04J 3/24 (20060101),H04N 7/16,H04N 7,H04N   7,9/21/2015,3580,4193,3495,3950,4115,4742,3563,3920,3707,"ChanBond, LLC","RCN Telecom Services, LLC",141,0,2
2000082543,http://law.lexmachina.com/cases/16949,Moore North America v. Automatic Business,6:00-cv-01503,M.D.Fla.,2000,11/13/2000,0,8,5129682,1,5129682,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5129682,B42D 5/00 (20060101); B42D 5/02 (20060101); G09F 3/02 (20060101); B42D 015/00 (),B42D 5/00 ,B42D 5,B42D   5,11/13/2000,82,106,80,104,90,74,60,58,70,Moore North America,Automatic Business,4115,1,1
2000082547,http://law.lexmachina.com/cases/2000082547,"ChanBond, LLC v Bright House Networks, LLC",1:15-cv-00843,D.Del.,2015, 9/21/2015,0,1,"7941822, 8341679, 8984565",3,7941822,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7941822,H04N 7/16 (20110101); H04N 7/173 (20110101); H04J 3/24 (20060101),H04N 7/16,H04N 7,H04N   7,9/21/2015,3580,4193,3495,3950,4115,4742,3563,3920,3707,"ChanBond, LLC v Bright House Networks, LLC",,140,1,0
2000082548,http://law.lexmachina.com/cases/24493,"American Piledriving Equipment, Inc. v. J & G Sales, Inc.",4:08-cv-01253,S.D.Tex.,2008, 4/23/2008,0,8,5355964,1,5355964,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5355964,E02D 7/00 (20060101); E02D 7/18 (20060101); E02D 007/18 (); E21B 007/24 (),E02D 7/00 ,E02D 7,E02D   7,4/23/2008,106,64,111,109,134,127,86,112,142,"American Piledriving Equipment, Inc.","J & G Sales, Inc.",1780,0,1
2000082550,http://law.lexmachina.com/cases/2000082550,"ChanBond, LLC v. Cox Communications, Inc. et al.",1:15-cv-00849,D.Del.,2015, 9/21/2015,0,1,"7941822, 8341679, 8984565",3,7941822,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7941822,H04N 7/16 (20110101); H04N 7/173 (20110101); H04J 3/24 (20060101),H04N 7/16,H04N 7,H04N   7,9/21/2015,3580,4193,3495,3950,4115,4742,3563,3920,3707,"ChanBond, LLC","Cox Communications, Inc. et al.",141,0,1
2000082589,http://law.lexmachina.com/cases/2000082589,"St. Luke Technologies, LLC v. Hewlett-Packard Company et al",2:15-cv-01545,E.D.Tex.,2015, 9/22/2015,0,5,"7181017,7587368,7869591,8316237,8380630,8498941,8600895,8904181",8,7181017,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7181017,H04L 9/00 (20060101),H04L 9/00,H04L 9,H04L   9,9/22/2015,2691,2758,3136,2857,2968,2887,3460,2881,2973,"St. Luke Technologies, LLC",Hewlett-Packard Company et al,1392,0,1
2000082620,http://law.lexmachina.com/cases/6243,Pharmacia & Upjohn v. Amer Phar Prt Inc,1:00-cv-06679,N.D.Ill.,2000,10/26/2000,0,8,"5124317,5124318",2,5124317,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5124317,A61K 9/08 (20060101); A61K 47/12 (20060101); A61K 47/02 (20060101); A61K 47/10 (20060101); A61K 47/18 (20060101); A61K 47/16 (20060101); C07H 15/00 (20060101); C07H 15/252 (20060101); A61K 031/70 (),A61K 9/08 ,A61K 9,A61K   9,10/26/2000,16352,12742,14745,15462,16507,16026,16495,12190,15019,Pharmacia & Upjohn,Amer Phar Prt Inc,4558,1,0
2000082740,http://law.lexmachina.com/cases/1372,"MKS Instruments Inc., et al v. Advanced Energy",1:03-cv-00469,D.Del.,2003, 5/14/2003,0,"8, 12","6150228,6388226,6552296",3,6150228,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6150228,H01L 21/768 (20060101); H01L 27/11 (20060101); H01L 21/02 (20060101); H01L 21/70 (20060101); H01L 21/8244 (20060101); H01L 21/311 (20060101); H01L 021/20 (); H01L 021/8244 (),H01L 21/768 ,H01L 21,H01L  21,5/14/2003,29343,32989,36728,32076,33131,36933,38748,32019,34777,"MKS Instruments Inc., et al",Advanced Energy,6871,1,0
2000082761,http://law.lexmachina.com/cases/2000082761,"Super Micro Computer, Inc. v. Scientific Telecommunications LLC",3:15-cv-04447,N.D.Cal.,2015, 9/28/2015,1,1,"6058429, 6546424, 7222188",3,6058429,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6058429,H04L 12/46 (20060101); H04L 12/56 (20060101); G06F 013/38 (); G06F 015/17 (),H04L 12/46,H04L 12,H04L  12,9/28/2015,13546,16039,12594,13104,13518,15211,12531,13418,10537,"Super Micro Computer, Inc.",Scientific Telecommunications LLC,718,1,0
2000082770,http://law.lexmachina.com/cases/19598,Purdue Pharma Products LP et al v. Par Pharmaceutical Inc. et al,1:07-cv-00414,D.Del.,2007, 6/28/2007,0,8,6254887,1,6254887,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6254887,A61K 31/135 (20060101); A61K 9/20 (20060101); A61K 9/16 (20060101); A61K 9/28 (20060101); A61K 31/137 (20060101); A61K 31/485 (20060101); A61K 009/22 (),A61K 31/135 ,A61K 31,A61K  31,6/28/2007,43389,39285,43186,34633,39692,37577,41302,32763,37970,Purdue Pharma Products LP et al,Par Pharmaceutical Inc. et al,4689,0,2
2000082814,http://law.lexmachina.com/cases/2000082814,"Shipping and Transit, LLC v. Hayneedle, Inc.",9:15-cv-81359,S.D.Fla.,2015, 9/30/2015,0,5,7400970,1,7400970,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7400970,G01C 21/26 (20060101),G01C 21/26,G01C 21,G01C  21,9/30/2015,2184,2320,2160,2213,2365,2947,2344,2108,1817,"Shipping and Transit, LLC","Hayneedle, Inc.",1371,0,14
2000082821,http://law.lexmachina.com/cases/2000027800,"Dyson, Inc. et al v. LG Electronics U.S.A., Inc.",1:11-cv-07860,N.D.Ill.,2011, 11/4/2011,0,8,"6840972,6991666,7600292",3,6840972,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6840972,A47L 9/16 (20060101); A47L 9/10 (20060101); A47L 9/12 (20060101); A47L 9/32 (20060101); A47L 9/00 (20060101); B01D 045/12 (); B01D 050/00 (),A47L 9/16 ,A47L 9,A47L   9,11/4/2011,880,846,812,994,995,1001,958,933,1062,"Dyson, Inc. et al","LG Electronics U.S.A., Inc.",2736,1,0
2000082830,http://law.lexmachina.com/cases/8860,"Lonza Ltd, et al v. DNP Intl Co Inc, et al",2:02-cv-08113,C.D.Cal.,2002,10/21/2002,0,8,"5124357,5192804,5362753,6090849,6242487,6342526,6451856",7,5124357,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5124357,A23K 1/16 (20060101); A23K 1/18 (20060101); A61K 31/185 (20060101); A61K 31/205 (20060101); A61K 035/78 (); A01N 037/30 (),A23K 1/16 ,A23K 1,A23K   1,10/21/2002,1351,1546,1619,1627,2126,1834,2086,2155,1555,"Lonza Ltd, et al","DNP Intl Co Inc, et al",3825,1,0
2000082897,http://law.lexmachina.com/cases/2000082897,"St. Luke Technologies, LLC v. Microsoft Corporation",2:15-cv-01558,E.D.Tex.,2015, 10/1/2015,0,5,"7181017,7587368,7805377,7869591,8316237,8498941,8566247,8600895,8830630,8904181",10,7181017,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7181017,H04L 9/00 (20060101),H04L 9/00,H04L 9,H04L   9,10/1/2015,2758,3136,2857,2968,2887,3460,2881,2973,2368,"St. Luke Technologies, LLC",Microsoft Corporation,1392,0,4
2000082910,http://law.lexmachina.com/cases/2000074935,OurPets Company v. National Geographic Society,1:15-cv-00584,N.D.Ohio,2015, 3/25/2015,0,8,7104222,1,7104222,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7104222,A01K 29/00 (20060101),A01K 29/00 ,A01K 29,A01K  29,3/25/2015,123,129,112,156,144,188,172,189,207,OurPets Company,National Geographic Society,4429,0,2
2000082976,http://law.lexmachina.com/cases/2000082976,"St. Luke Technologies, LLC v. Intuit, Inc.",2:15-cv-01571,E.D.Tex.,2015, 10/2/2015,0,5,"7587368, 8316237, 8904181",3,7587368,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7587368,G06F 21/00 (20060101),G06F 21/00,G06F 21,G06F  21,10/2/2015,6894,6348,6495,6810,7663,6083,6211,4966,5116,"St. Luke Technologies, LLC","Intuit, Inc.",1392,0,5
2000082992,http://law.lexmachina.com/cases/6695,"Valspar Corp, et al v. Glaverbel, et al",0:02-cv-03710,D.Minn.,2002, 9/25/2002,1,8,"4240776,6251482,6565217,6749307",4,4240776,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4240776,B28B 23/02 (20060101); B28B 23/04 (20060101); B28B 023/04 (),B28B 23/02 ,B28B 23,B28B  23,9/25/2002,82,87,83,95,108,97,113,90,86,"Valspar Corp, et al","Glaverbel, et al",5712,1,0
2000083014,http://law.lexmachina.com/cases/15965,Martin Archery Inc v. Mathews Inc,2:01-cv-05062,E.D.Wash.,2001, 7/24/2001,0,8,5595168,1,5595168,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5595168,F41B 5/00 (20060101); F41B 5/20 (20060101); F41B 005/20 (),F41B 5/00 ,F41B 5,F41B   5,7/24/2001,19,26,57,31,34,23,26,45,27,Martin Archery Inc,Mathews Inc,3902,1,0
2000083017,http://law.lexmachina.com/cases/2000001699,"DAlise v. Basic Dental Implant Systems, Inc. et al",1:10-cv-00016,D.N.M.,2010,  1/7/2010,0,9,"5468149,5755574",2,5468149,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5468149,A61C 8/00 (20060101); A61C 008/00 (),A61C 8/00 ,A61C 8,A61C   8,1/7/2010,228,337,278,272,321,284,318,353,312,DAlise,"Basic Dental Implant Systems, Inc. et al",6118,1,0
2000083048,http://law.lexmachina.com/cases/2000083048,"CYVA Research Holdings, LLC v. Open Text USA Inc. et al",2:15-cv-01579,E.D.Tex.,2015, 10/3/2015,0,5,5987440,1,5987440,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5987440,G06Q 30/00 (20060101); H04L 29/06 (20060101); H04L 29/08 (20060101); G06F 017/60 (),G06Q 30/00,G06Q 30,G06Q  30,10/3/2015,5398,5008,5660,5596,5967,5156,5590,4435,3957,"CYVA Research Holdings, LLC",Open Text USA Inc. et al,1030,0,9
2000083079,http://law.lexmachina.com/cases/2000083079,"Sockeye Licensing TX, LLC v. Panasonic Corporation of America",2:15-cv-01603,E.D.Tex.,2015, 10/5/2015,0,1,"8135342, 8879987",2,8135342,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8135342,H04B 5/00 (20060101),H04B 5/00,H04B 5,H04B   5,10/5/2015,589,731,749,745,794,631,590,506,485,"Sockeye Licensing TX, LLC",Panasonic Corporation of America,692,0,3
2000083084,http://law.lexmachina.com/cases/2000083084,"Sockeye Licensing TX, LLC v. NEC Corporation of America",2:15-cv-01600,E.D.Tex.,2015, 10/5/2015,0,1,"8135342, 8879987",2,8135342,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8135342,H04B 5/00 (20060101),H04B 5/00,H04B 5,H04B   5,10/5/2015,589,731,749,745,794,631,590,506,485,"Sockeye Licensing TX, LLC",NEC Corporation of America,692,0,4
2000083127,http://law.lexmachina.com/cases/2000083127,"St. Luke Technologies, LLC v. Dell, Inc.",2:15-cv-01617,E.D.Tex.,2015, 10/5/2015,0,5,"7181017,7587368,7869591,8316237,8380630,8600895,8904181",7,7181017,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7181017,H04L 9/00 (20060101),H04L 9/00,H04L 9,H04L   9,10/5/2015,2758,3136,2857,2968,2887,3460,2881,2973,2368,"St. Luke Technologies, LLC","Dell, Inc.",1392,1,3
2000083134,http://law.lexmachina.com/cases/2000083134,"GroupChatter, LLC v. Landis+Gyr Technologies, LLC et al",6:15-cv-00886,E.D.Tex.,2015, 10/6/2015,0,1,"7969959, 8199740, 8588207, 9014659",4,7969959,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7969959,H04W 4/00 (20090101),H04W 4/00,H04W 4,H04W   4,10/6/2015,6203,5446,5967,6347,7060,6002,6208,4787,4142,"GroupChatter, LLC","Landis+Gyr Technologies, LLC et al",337,1,0
2000083138,http://law.lexmachina.com/cases/2000083138,"Sockeye Licensing TX, LLC v. D-Link Systems, Inc.",2:15-cv-01622,E.D.Tex.,2015, 10/6/2015,0,1,"8135342, 8879987",2,8135342,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8135342,H04B 5/00 (20060101),H04B 5/00,H04B 5,H04B   5,10/6/2015,589,731,749,745,794,631,590,506,485,"Sockeye Licensing TX, LLC","D-Link Systems, Inc.",692,1,2
2000083140,http://law.lexmachina.com/cases/2000083140,"Sockeye Licensing TX, LLC v. InFocus Corporation",2:15-cv-01624,E.D.Tex.,2015, 10/6/2015,0,1,"8135342, 8879987",2,8135342,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8135342,H04B 5/00 (20060101),H04B 5/00,H04B 5,H04B   5,10/6/2015,589,731,749,745,794,631,590,506,485,"Sockeye Licensing TX, LLC",InFocus Corporation,692,0,1
2000083157,http://law.lexmachina.com/cases/2000081533,"Nivel Parts & Manufacturing Co., LLC v. Textron, Inc.",3:15-cv-01059,M.D.Fla.,2015, 8/26/2015,0,8,RE38272,1,RE38272,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=RE38272,A63B 55/08 (20060101); B60J 001/00 (),A63B 55/08 ,A63B 55,A63B  55,8/26/2015,51,54,34,59,165,77,71,52,56,"Nivel Parts & Manufacturing Co., LLC","Textron, Inc.",4265,1,0
2000083180,http://law.lexmachina.com/cases/15592,Voda v. Merit Medical Systems Inc,5:07-cv-00190,W.D.Okla.,2007, 2/14/2007,0,9,"5445625,6083213,6475195",3,5445625,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5445625,A61M 25/00 (20060101); A61M 25/06 (20060101); A61M 025/00 (),A61M 25/00 ,A61M 25,A61M  25,2/14/2007,1097,1307,1118,1210,1253,1204,1289,1220,994,Voda,Merit Medical Systems Inc,6471,0,1
2000083207,http://law.lexmachina.com/cases/79019,"Auxilium Pharmaceuticals, Inc. et al v. Upsher-Smith Laboratories, Inc.",1:08-cv-02651,D.Colo.,2008, 12/5/2008,0,8,7320968,1,7320968,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7320968,A01N 45/00 (20060101),A01N 45/00 ,A01N 45,A01N  45,12/5/2008,21,26,25,29,24,20,44,17,33,"Auxilium Pharmaceuticals, Inc. et al","Upsher-Smith Laboratories, Inc.",1985,1,0
2000083219,http://law.lexmachina.com/cases/2000083219,"Rothschild Connected Devices Innovations,LLC v. Verizon Communications Inc.",2:15-cv-01646,E.D.Tex.,2015, 10/8/2015,0,5,8788090,1,8788090,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8788090,G06F 17/00 (20060101),G06F 17/00,G06F 17,G06F  17,10/8/2015,15975,12390,13445,14159,16999,13504,15081,12218,12253,"Rothschild Connected Devices Innovations,LLC",Verizon Communications Inc.,1355,0,13
2000083240,http://law.lexmachina.com/cases/2000073231,e.Digital Corporation v. FMJ Storage Inc. et al,3:15-cv-00323,S.D.Cal.,2015, 2/13/2015,0,8,5839108,1,5839108,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5839108,G06F 12/08 (20060101); G06F 11/14 (20060101); G11C 7/16 (20060101); G11C 7/00 (20060101); G11B 20/10 (20060101); G06F 3/06 (20060101); G11B 009/00 (),G06F 12/08 ,G06F 12,G06F  12,2/13/2015,3059,2620,2955,3225,2732,2829,2989,2968,2472,e.Digital Corporation,FMJ Storage Inc. et al,2741,0,5
2000083258,http://law.lexmachina.com/cases/2000083258,"Lance Parker IP, LLC v. Apple, Inc.",6:15-cv-00893,E.D.Tex.,2015, 10/9/2015,0,5,"8494560, 9143923, 9143934",3,8494560,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8494560,H04W 4/02 (20090101),H04W 4/02,H04W 4,H04W   4,10/9/2015,6203,5446,5967,6347,7060,6002,6208,4787,4142,"Lance Parker IP, LLC","Apple, Inc.",1190,1,0
2000083292,http://law.lexmachina.com/cases/16923,"Nationwide Indust. v. D&D; Group Pty, Ltd., et al",8:04-cv-00277,M.D.Fla.,2004, 2/17/2004,1,8,5362116,1,5362116,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5362116,E05C 19/00 (20060101); E05C 19/16 (20060101); E05B 65/00 (20060101); E05C 001/06 (),E05C 19/00 ,E05C 19,E05C  19,2/17/2004,119,128,168,165,151,148,211,185,183,Nationwide Indust.,"D&D; Group Pty, Ltd., et al",4180,1,0
2000083321,http://law.lexmachina.com/cases/75075,"Eastman Kodak Company v. Samsung Electronics Company, Ltd. et al",6:08-cv-06513,W.D.N.Y.,2008,11/17/2008,0,8,"5493335,6292218",2,5493335,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5493335,H04N 9/04 (20060101); H04N 5/335 (20060101); H04N 005/76 (),H04N 9/04 ,H04N 9,H04N   9,11/17/2008,1511,1151,1171,1116,1278,1107,1082,1317,1153,Eastman Kodak Company,"Samsung Electronics Company, Ltd. et al",2761,0,1
2000083323,http://law.lexmachina.com/cases/2000028547,"ThermaPure, Inc. v. C&C Clean Team Enterprises, LLC",1:11-cv-00833,S.D.Ohio,2011,11/29/2011,0,8,6327812,1,6327812,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6327812,A01M 1/24 (20060101); A01M 1/20 (20060101); A01M 1/00 (20060101); A01M 21/04 (20060101); A01M 21/00 (20060101); A01M 19/00 (20060101); A01M 001/20 (),A01M 1/24 ,A01M 1,A01M   1,11/29/2011,551,362,565,582,737,454,711,525,818,"ThermaPure, Inc.","C&C Clean Team Enterprises, LLC",5482,1,2
2000083354,http://law.lexmachina.com/cases/5023,"Chamberlain Group, Inc., The v. Overhead Door Corporation",1:05-cv-07127,N.D.Ill.,2005,12/20/2005,0,8,"5831548,6737968",2,5831548,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5831548,H04B 1/16 (20060101); H04B 1/04 (20060101); H04Q 007/00 (),H04B 1/16 ,H04B 1,H04B   1,12/20/2005,9252,7823,7593,7248,7799,6401,6160,6578,6791,"Chamberlain Group, Inc., The",Overhead Door Corporation,2361,1,2
2000083369,http://law.lexmachina.com/cases/4159,Armanno v. Puricle Incorporated et al,8:06-cv-00626,C.D.Cal.,2006, 7/10/2006,0,9,5745928,1,5745928,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5745928,E03D 9/03 (20060101); E03D 9/02 (20060101); E03D 009/00 (),E03D 9/03 ,E03D 9,E03D   9,7/10/2006,271,219,256,303,286,274,334,288,226,Armanno,Puricle Incorporated et al,6040,1,0
2000083373,http://law.lexmachina.com/cases/11383,"Wila B.V. v. Wilson Tool International, Inc.",1:06-cv-02861,D.Md.,2006,10/31/2006,0,8,5245854,1,5245854,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5245854,B21D 5/02 (20060101); B21D 037/04 (),B21D 5/02 ,B21D 5,B21D   5,10/31/2006,170,135,160,144,180,148,177,127,213,Wila B.V.,"Wilson Tool International, Inc.",5898,1,0
2000083391,http://law.lexmachina.com/cases/23459,"Laird Technologies, Inc. v. Galtronics Ltd., et al.",4:06-cv-01838,E.D.Mo.,2006,12/28/2006,0,8,"5661495,5757325,6208301",3,5661495,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5661495,H01Q 1/24 (20060101); H01Q 9/30 (20060101); H01Q 9/04 (20060101); H01Q 001/24 (),H01Q 1/24 ,H01Q 1,H01Q   1,12/28/2006,2282,2109,2096,2102,2171,2012,2023,2101,2104,"Laird Technologies, Inc.","Galtronics Ltd., et al.",3715,1,0
2000083403,http://law.lexmachina.com/cases/2000002547,"Silicon Storage Technology, Inc. v. Intersil Corporation et al",3:10-cv-01515,N.D.Cal.,2010,  4/9/2010,1,"8, 12",RE38370,1,RE38370,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=RE38370,H01L 21/28 (20060101); H01L 21/336 (20060101); H01L 21/02 (20060101); H01L 029/788 (),H01L 21/28 ,H01L 21,H01L  21,4/9/2010,19281,20506,21886,19581,17911,20179,21968,20336,19500,"Silicon Storage Technology, Inc.",Intersil Corporation et al,6888,0,1
2000083407,http://law.lexmachina.com/cases/2000083407,"CTP Innovations, LLC v. Journal Graphics, Inc.",1:15-cv-03123,D.Md.,2015,10/15/2015,0,1,"6611349, 6738155",2,6611349,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6611349,G06F 3/12 (20060101); G06K 015/00 (),G06F 3/12,G06F 3,G06F   3,10/15/2015,24608,21573,22731,25403,26697,21884,21655,17737,15804,"CTP Innovations, LLC","Journal Graphics, Inc.",180,0,5
2000083458,http://law.lexmachina.com/cases/16774,Oakley Incorporated v. United Parcel Svc,3:05-cv-01336,S.D.Cal.,2005, 6/30/2005,0,8,"5137342,D446803,D456441",3,5137342,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5137342,G02C 3/00 (20060101); G02C 5/14 (20060101); G02C 11/00 (20060101); G02S 005/14 (),G02C 3/00 ,G02C 3,G02C   3,6/30/2005,25,16,26,26,22,19,23,12,16,Oakley Incorporated,United Parcel Svc,4325,1,0
2000083459,http://law.lexmachina.com/cases/4851,"Newell Operating Company v. Vision Industries Group, Inc.",1:07-cv-02996,N.D.Ill.,2007, 5/29/2007,0,8,"5139291,6374557,6572158,6874826",4,5139291,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5139291,E05C 1/00 (20060101); E05C 1/10 (20060101); E05B 15/16 (20060101); E05B 15/00 (20060101); E05C 001/10 (),E05C 1/00 ,E05C 1,E05C   1,5/29/2007,74,76,111,89,97,97,130,85,125,Newell Operating Company,"Vision Industries Group, Inc.",4236,0,1
2000083460,http://law.lexmachina.com/cases/25818,"United Purchasing Association, LLC et al v. American Valve, Inc.",6:08-cv-00515,M.D.Fla.,2008,  4/7/2008,1,8,5141018,1,5141018,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5141018,F16K 5/06 (20060101); F16K 005/06 (); F16K 027/06 (),F16K 5/06 ,F16K 5,F16K   5,4/7/2008,224,196,208,219,266,201,330,254,380,"United Purchasing Association, LLC et al","American Valve, Inc.",5672,1,0
2000083483,http://law.lexmachina.com/cases/2000083483,"St. Luke Technologies, LLC v. Verizon Communications Inc. et al",2:15-cv-01653,E.D.Tex.,2015,10/15/2015,0,5,"7181017,7587368,7869591,8316237,8498941,8600895,8830630",7,7181017,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7181017,H04L 9/00 (20060101),H04L 9/00,H04L 9,H04L   9,10/15/2015,2758,3136,2857,2968,2887,3460,2881,2973,2368,"St. Luke Technologies, LLC",Verizon Communications Inc. et al,1392,0,2
2000083486,http://law.lexmachina.com/cases/2000083486,"Sipco, LLC et al v. Emerson Electric Co. et al",6:15-cv-00907,E.D.Tex.,2015,10/16/2015,0,5,"6044062,6249516,6437692,6914893,7053767,7103511,7468661,7697492,7978059,8000314,8013732,8233471,8625496,8754780,8908842",15,6044062,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6044062,H04L 29/06 (20060101); H04Q 7/22 (20060101); H04Q 007/38 (),H04L 29/06,H04L 29,H04L  29,10/16/2015,15646,12287,13654,13960,17178,13042,15426,13381,12096,"Sipco, LLC et al",Emerson Electric Co. et al,1376,1,0
2000083509,http://law.lexmachina.com/cases/2000025018,"Flowserve Management Company et al v. Valvitalia USA, Inc.",4:11-cv-02889,S.D.Tex.,2011,  8/4/2011,0,8,6296016,1,6296016,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6296016,F16K 5/02 (20060101); F16K 5/00 (20060101); E03B 065/20 (); E03B 031/00 (),F16K 5/02 ,F16K 5,F16K   5,8/4/2011,416,448,306,409,522,509,315,488,705,Flowserve Management Company et al,"Valvitalia USA, Inc.",2997,1,0
2000083510,http://law.lexmachina.com/cases/2000083510,"CTP Innovations, LLC v. Cenveo Corporation",1:15-cv-03124,D.Md.,2015,10/15/2015,0,1,"6611349, 6738155",2,6611349,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6611349,G06F 3/12 (20060101); G06K 015/00 (),G06F 3/12,G06F 3,G06F   3,10/15/2015,24608,21573,22731,25403,26697,21884,21655,17737,15804,"CTP Innovations, LLC",Cenveo Corporation,180,0,8
2000083527,http://law.lexmachina.com/cases/12723,Packless Industries v. Novatek Internationa,6:05-cv-00391,W.D.Tex.,2005, 11/1/2005,0,8,6799632,1,6799632,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6799632,E21B 17/00 (20060101); E21B 17/10 (20060101); E21B 43/02 (20060101); E21B 43/10 (20060101); E21B 043/10 (),E21B 17/00 ,E21B 17,E21B  17,11/1/2005,520,526,532,342,359,242,386,422,364,Packless Industries,Novatek Internationa,4455,1,0
2000083582,http://law.lexmachina.com/cases/5012,"Trading Technologies International, Inc. v. Strategy Runner, Ltd.",1:05-cv-04357,N.D.Ill.,2005, 7/29/2005,0,8,"6766304,6772132",2,6766304,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6766304,G06F 17/00 (20060101); G06F 017/60 (),G06F 17/00 ,G06F 17,G06F  17,7/29/2005,11484,10980,10925,11214,9552,10177,9128,9681,10058,"Trading Technologies International, Inc.","Strategy Runner, Ltd.",5561,0,4
2000083583,http://law.lexmachina.com/cases/2000083583,Man-Q Corp. v. Conair Corp.,1:15-cv-01367,E.D.Va.,2015,10/20/2015,0,5,"8161982,D391020,D404524,D627509,D635296,D668815",6,8161982,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8161982,G06F 3/033 (20060101); H04N 5/445 (20060101); H01H 13/50 (20060101); H01H 13/64 (20060101); H01H 9/02 (20060101); H01H 25/04 (20060101); H01H 15/06 (20060101); H01H 15/00 (20060101); G09G 005/08 (),G06F 3/033,G06F 3,G06F   3,10/20/2015,24608,21573,22731,25403,26697,21884,21655,17737,15804,Man-Q Corp.,Conair Corp.,1219,1,0
2000083599,http://law.lexmachina.com/cases/2000083599,"Integrated Claims Systems, LLC v. Molina Healthcare of Texas, Inc.",3:15-cv-03377,N.D.Tex.,2015,10/20/2015,0,5,"7178020, 8676609",2,7178020,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7178020,G06F 1/24 (20060101),G06F 1/24,G06F 1,G06F   1,10/20/2015,5700,4783,5455,5521,5811,4783,5437,4308,4522,"Integrated Claims Systems, LLC","Molina Healthcare of Texas, Inc.",1145,1,0
